GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G44000300210024","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021002","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030210024",,,"Block Group 4, Census Tract 210.02, Kent County, Rhode Island",1156,"Block Group 4, Census Tract 210.02, Kent County, Rhode Island",277
"G44000300211001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211001",,,"Block Group 1, Census Tract 211, Kent County, Rhode Island",1829,"Block Group 1, Census Tract 211, Kent County, Rhode Island",615
"G44000300211002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211002",,,"Block Group 2, Census Tract 211, Kent County, Rhode Island",1667,"Block Group 2, Census Tract 211, Kent County, Rhode Island",547
"G44000300211003","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211003",,,"Block Group 3, Census Tract 211, Kent County, Rhode Island",889,"Block Group 3, Census Tract 211, Kent County, Rhode Island",282
"G44000300211004","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030211004",,,"Block Group 4, Census Tract 211, Kent County, Rhode Island",703,"Block Group 4, Census Tract 211, Kent County, Rhode Island",261
"G44000300212001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212001",,,"Block Group 1, Census Tract 212, Kent County, Rhode Island",880,"Block Group 1, Census Tract 212, Kent County, Rhode Island",203
"G44000300212002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212002",,,"Block Group 2, Census Tract 212, Kent County, Rhode Island",1758,"Block Group 2, Census Tract 212, Kent County, Rhode Island",304
"G44000300212003","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030212003",,,"Block Group 3, Census Tract 212, Kent County, Rhode Island",766,"Block Group 3, Census Tract 212, Kent County, Rhode Island",208
"G44000300213001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213001",,,"Block Group 1, Census Tract 213, Kent County, Rhode Island",968,"Block Group 1, Census Tract 213, Kent County, Rhode Island",292
"G44000300213002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213002",,,"Block Group 2, Census Tract 213, Kent County, Rhode Island",1706,"Block Group 2, Census Tract 213, Kent County, Rhode Island",299
"G44000300213003","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213003",,,"Block Group 3, Census Tract 213, Kent County, Rhode Island",774,"Block Group 3, Census Tract 213, Kent County, Rhode Island",224
"G44000300213004","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030213004",,,"Block Group 4, Census Tract 213, Kent County, Rhode Island",1293,"Block Group 4, Census Tract 213, Kent County, Rhode Island",255
"G44000300214011","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021401","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214011",,,"Block Group 1, Census Tract 214.01, Kent County, Rhode Island",1977,"Block Group 1, Census Tract 214.01, Kent County, Rhode Island",295
"G44000300214012","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021401","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214012",,,"Block Group 2, Census Tract 214.01, Kent County, Rhode Island",848,"Block Group 2, Census Tract 214.01, Kent County, Rhode Island",283
"G44000300214013","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021401","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214013",,,"Block Group 3, Census Tract 214.01, Kent County, Rhode Island",1133,"Block Group 3, Census Tract 214.01, Kent County, Rhode Island",304
"G44000300214021","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021402","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214021",,,"Block Group 1, Census Tract 214.02, Kent County, Rhode Island",1875,"Block Group 1, Census Tract 214.02, Kent County, Rhode Island",350
"G44000300214022","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021402","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214022",,,"Block Group 2, Census Tract 214.02, Kent County, Rhode Island",561,"Block Group 2, Census Tract 214.02, Kent County, Rhode Island",181
"G44000300214023","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021402","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030214023",,,"Block Group 3, Census Tract 214.02, Kent County, Rhode Island",1422,"Block Group 3, Census Tract 214.02, Kent County, Rhode Island",348
"G44000300215011","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215011",,,"Block Group 1, Census Tract 215.01, Kent County, Rhode Island",736,"Block Group 1, Census Tract 215.01, Kent County, Rhode Island",182
"G44000300215012","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215012",,,"Block Group 2, Census Tract 215.01, Kent County, Rhode Island",942,"Block Group 2, Census Tract 215.01, Kent County, Rhode Island",234
"G44000300215013","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215013",,,"Block Group 3, Census Tract 215.01, Kent County, Rhode Island",688,"Block Group 3, Census Tract 215.01, Kent County, Rhode Island",205
"G44000300215014","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021501","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215014",,,"Block Group 4, Census Tract 215.01, Kent County, Rhode Island",743,"Block Group 4, Census Tract 215.01, Kent County, Rhode Island",221
"G44000300215021","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215021",,,"Block Group 1, Census Tract 215.02, Kent County, Rhode Island",1043,"Block Group 1, Census Tract 215.02, Kent County, Rhode Island",266
"G44000300215022","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215022",,,"Block Group 2, Census Tract 215.02, Kent County, Rhode Island",813,"Block Group 2, Census Tract 215.02, Kent County, Rhode Island",183
"G44000300215023","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215023",,,"Block Group 3, Census Tract 215.02, Kent County, Rhode Island",1381,"Block Group 3, Census Tract 215.02, Kent County, Rhode Island",246
"G44000300215024","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021502","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030215024",,,"Block Group 4, Census Tract 215.02, Kent County, Rhode Island",943,"Block Group 4, Census Tract 215.02, Kent County, Rhode Island",176
"G44000300216001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216001",,,"Block Group 1, Census Tract 216, Kent County, Rhode Island",976,"Block Group 1, Census Tract 216, Kent County, Rhode Island",82
"G44000300216002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030216002",,,"Block Group 2, Census Tract 216, Kent County, Rhode Island",548,"Block Group 2, Census Tract 216, Kent County, Rhode Island",79
"G44000300217001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217001",,,"Block Group 1, Census Tract 217, Kent County, Rhode Island",878,"Block Group 1, Census Tract 217, Kent County, Rhode Island",253
"G44000300217002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217002",,,"Block Group 2, Census Tract 217, Kent County, Rhode Island",490,"Block Group 2, Census Tract 217, Kent County, Rhode Island",155
"G44000300217003","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217003",,,"Block Group 3, Census Tract 217, Kent County, Rhode Island",819,"Block Group 3, Census Tract 217, Kent County, Rhode Island",261
"G44000300217004","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021700","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217004",,,"Block Group 4, Census Tract 217, Kent County, Rhode Island",1116,"Block Group 4, Census Tract 217, Kent County, Rhode Island",387
"G44000300217005","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021700","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030217005",,,"Block Group 5, Census Tract 217, Kent County, Rhode Island",826,"Block Group 5, Census Tract 217, Kent County, Rhode Island",225
"G44000300218001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218001",,,"Block Group 1, Census Tract 218, Kent County, Rhode Island",2538,"Block Group 1, Census Tract 218, Kent County, Rhode Island",347
"G44000300218002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030218002",,,"Block Group 2, Census Tract 218, Kent County, Rhode Island",1476,"Block Group 2, Census Tract 218, Kent County, Rhode Island",295
"G44000300219011","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219011",,,"Block Group 1, Census Tract 219.01, Kent County, Rhode Island",628,"Block Group 1, Census Tract 219.01, Kent County, Rhode Island",147
"G44000300219012","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219012",,,"Block Group 2, Census Tract 219.01, Kent County, Rhode Island",925,"Block Group 2, Census Tract 219.01, Kent County, Rhode Island",232
"G44000300219013","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219013",,,"Block Group 3, Census Tract 219.01, Kent County, Rhode Island",378,"Block Group 3, Census Tract 219.01, Kent County, Rhode Island",171
"G44000300219014","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021901","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219014",,,"Block Group 4, Census Tract 219.01, Kent County, Rhode Island",1370,"Block Group 4, Census Tract 219.01, Kent County, Rhode Island",210
"G44000300219021","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219021",,,"Block Group 1, Census Tract 219.02, Kent County, Rhode Island",970,"Block Group 1, Census Tract 219.02, Kent County, Rhode Island",206
"G44000300219022","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219022",,,"Block Group 2, Census Tract 219.02, Kent County, Rhode Island",924,"Block Group 2, Census Tract 219.02, Kent County, Rhode Island",247
"G44000300219023","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021902","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219023",,,"Block Group 3, Census Tract 219.02, Kent County, Rhode Island",925,"Block Group 3, Census Tract 219.02, Kent County, Rhode Island",279
"G44000300219031","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021903","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219031",,,"Block Group 1, Census Tract 219.03, Kent County, Rhode Island",1762,"Block Group 1, Census Tract 219.03, Kent County, Rhode Island",214
"G44000300219032","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021903","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219032",,,"Block Group 2, Census Tract 219.03, Kent County, Rhode Island",571,"Block Group 2, Census Tract 219.03, Kent County, Rhode Island",128
"G44000300219033","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"021903","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030219033",,,"Block Group 3, Census Tract 219.03, Kent County, Rhode Island",1501,"Block Group 3, Census Tract 219.03, Kent County, Rhode Island",297
"G44000300220001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030220001",,,"Block Group 1, Census Tract 220, Kent County, Rhode Island",1776,"Block Group 1, Census Tract 220, Kent County, Rhode Island",237
"G44000300220002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030220002",,,"Block Group 2, Census Tract 220, Kent County, Rhode Island",208,"Block Group 2, Census Tract 220, Kent County, Rhode Island",109
"G44000300220003","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030220003",,,"Block Group 3, Census Tract 220, Kent County, Rhode Island",1147,"Block Group 3, Census Tract 220, Kent County, Rhode Island",225
"G44000300221001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221001",,,"Block Group 1, Census Tract 221, Kent County, Rhode Island",2637,"Block Group 1, Census Tract 221, Kent County, Rhode Island",423
"G44000300221002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221002",,,"Block Group 2, Census Tract 221, Kent County, Rhode Island",1013,"Block Group 2, Census Tract 221, Kent County, Rhode Island",399
"G44000300221003","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221003",,,"Block Group 3, Census Tract 221, Kent County, Rhode Island",1165,"Block Group 3, Census Tract 221, Kent County, Rhode Island",291
"G44000300221004","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030221004",,,"Block Group 4, Census Tract 221, Kent County, Rhode Island",675,"Block Group 4, Census Tract 221, Kent County, Rhode Island",224
"G44000300222011","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022201","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222011",,,"Block Group 1, Census Tract 222.01, Kent County, Rhode Island",1055,"Block Group 1, Census Tract 222.01, Kent County, Rhode Island",223
"G44000300222012","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022201","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222012",,,"Block Group 2, Census Tract 222.01, Kent County, Rhode Island",1643,"Block Group 2, Census Tract 222.01, Kent County, Rhode Island",322
"G44000300222013","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022201","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222013",,,"Block Group 3, Census Tract 222.01, Kent County, Rhode Island",1241,"Block Group 3, Census Tract 222.01, Kent County, Rhode Island",194
"G44000300222014","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022201","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222014",,,"Block Group 4, Census Tract 222.01, Kent County, Rhode Island",817,"Block Group 4, Census Tract 222.01, Kent County, Rhode Island",200
"G44000300222015","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022201","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222015",,,"Block Group 5, Census Tract 222.01, Kent County, Rhode Island",1975,"Block Group 5, Census Tract 222.01, Kent County, Rhode Island",364
"G44000300222021","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222021",,,"Block Group 1, Census Tract 222.02, Kent County, Rhode Island",723,"Block Group 1, Census Tract 222.02, Kent County, Rhode Island",186
"G44000300222022","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022202","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222022",,,"Block Group 2, Census Tract 222.02, Kent County, Rhode Island",1716,"Block Group 2, Census Tract 222.02, Kent County, Rhode Island",239
"G44000300222023","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022202","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030222023",,,"Block Group 3, Census Tract 222.02, Kent County, Rhode Island",1629,"Block Group 3, Census Tract 222.02, Kent County, Rhode Island",227
"G44000300223001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030223001",,,"Block Group 1, Census Tract 223, Kent County, Rhode Island",657,"Block Group 1, Census Tract 223, Kent County, Rhode Island",287
"G44000300223002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030223002",,,"Block Group 2, Census Tract 223, Kent County, Rhode Island",1444,"Block Group 2, Census Tract 223, Kent County, Rhode Island",410
"G44000300223003","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030223003",,,"Block Group 3, Census Tract 223, Kent County, Rhode Island",857,"Block Group 3, Census Tract 223, Kent County, Rhode Island",217
"G44000300223004","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030223004",,,"Block Group 4, Census Tract 223, Kent County, Rhode Island",1260,"Block Group 4, Census Tract 223, Kent County, Rhode Island",318
"G44000300224001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030224001",,,"Block Group 1, Census Tract 224, Kent County, Rhode Island",975,"Block Group 1, Census Tract 224, Kent County, Rhode Island",157
"G44000300224002","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"022400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440030224002",,,"Block Group 2, Census Tract 224, Kent County, Rhode Island",1261,"Block Group 2, Census Tract 224, Kent County, Rhode Island",176
"G44000309800001","2014-2018","RI",,,"Rhode Island","44","Kent County","003",,,"980000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440039800001",,,"Block Group 1, Census Tract 9800, Kent County, Rhode Island",0,"Block Group 1, Census Tract 9800, Kent County, Rhode Island",13
"G44000500401011","2014-2018","RI",,,"Rhode Island","44","Newport County","005",,,"040101","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050401011",,,"Block Group 1, Census Tract 401.01, Newport County, Rhode Island",1292,"Block Group 1, Census Tract 401.01, Newport County, Rhode Island",312
"G44000500401012","2014-2018","RI",,,"Rhode Island","44","Newport County","005",,,"040101","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440050401012",,,"Block Group 2, Census Tract 401.01, Newport County, Rhode Island",1638,"Block Group 2, Census Tract 401.01, Newport County, Rhode Island",275
