GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
"G44000700103002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070103002",,,"Block Group 2, Census Tract 103, Providence County, Rhode Island",1089,"Block Group 2, Census Tract 103, Providence County, Rhode Island",221
"G44000700103003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070103003",,,"Block Group 3, Census Tract 103, Providence County, Rhode Island",1012,"Block Group 3, Census Tract 103, Providence County, Rhode Island",314
"G44000700104001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104001",,,"Block Group 1, Census Tract 104, Providence County, Rhode Island",476,"Block Group 1, Census Tract 104, Providence County, Rhode Island",247
"G44000700104002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104002",,,"Block Group 2, Census Tract 104, Providence County, Rhode Island",1578,"Block Group 2, Census Tract 104, Providence County, Rhode Island",365
"G44000700104003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104003",,,"Block Group 3, Census Tract 104, Providence County, Rhode Island",1929,"Block Group 3, Census Tract 104, Providence County, Rhode Island",445
"G44000700104004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010400","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104004",,,"Block Group 4, Census Tract 104, Providence County, Rhode Island",1950,"Block Group 4, Census Tract 104, Providence County, Rhode Island",615
"G44000700104005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010400","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070104005",,,"Block Group 5, Census Tract 104, Providence County, Rhode Island",770,"Block Group 5, Census Tract 104, Providence County, Rhode Island",366
"G44000700105011","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105011",,,"Block Group 1, Census Tract 105.01, Providence County, Rhode Island",1732,"Block Group 1, Census Tract 105.01, Providence County, Rhode Island",345
"G44000700105012","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105012",,,"Block Group 2, Census Tract 105.01, Providence County, Rhode Island",1568,"Block Group 2, Census Tract 105.01, Providence County, Rhode Island",240
"G44000700105013","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105013",,,"Block Group 3, Census Tract 105.01, Providence County, Rhode Island",1068,"Block Group 3, Census Tract 105.01, Providence County, Rhode Island",206
"G44000700105021","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105021",,,"Block Group 1, Census Tract 105.02, Providence County, Rhode Island",1103,"Block Group 1, Census Tract 105.02, Providence County, Rhode Island",264
"G44000700105022","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105022",,,"Block Group 2, Census Tract 105.02, Providence County, Rhode Island",765,"Block Group 2, Census Tract 105.02, Providence County, Rhode Island",268
"G44000700105023","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105023",,,"Block Group 3, Census Tract 105.02, Providence County, Rhode Island",1847,"Block Group 3, Census Tract 105.02, Providence County, Rhode Island",391
"G44000700105024","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010502","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070105024",,,"Block Group 4, Census Tract 105.02, Providence County, Rhode Island",1304,"Block Group 4, Census Tract 105.02, Providence County, Rhode Island",323
"G44000700106001","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106001",,,"Block Group 1, Census Tract 106, Providence County, Rhode Island",1065,"Block Group 1, Census Tract 106, Providence County, Rhode Island",238
"G44000700106002","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106002",,,"Block Group 2, Census Tract 106, Providence County, Rhode Island",1899,"Block Group 2, Census Tract 106, Providence County, Rhode Island",418
"G44000700106003","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106003",,,"Block Group 3, Census Tract 106, Providence County, Rhode Island",328,"Block Group 3, Census Tract 106, Providence County, Rhode Island",91
"G44000700106004","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106004",,,"Block Group 4, Census Tract 106, Providence County, Rhode Island",1329,"Block Group 4, Census Tract 106, Providence County, Rhode Island",494
"G44000700106005","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010600","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106005",,,"Block Group 5, Census Tract 106, Providence County, Rhode Island",442,"Block Group 5, Census Tract 106, Providence County, Rhode Island",211
"G44000700106006","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010600","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070106006",,,"Block Group 6, Census Tract 106, Providence County, Rhode Island",951,"Block Group 6, Census Tract 106, Providence County, Rhode Island",456
"G44000700107011","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107011",,,"Block Group 1, Census Tract 107.01, Providence County, Rhode Island",1761,"Block Group 1, Census Tract 107.01, Providence County, Rhode Island",172
"G44000700107012","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010701","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107012",,,"Block Group 2, Census Tract 107.01, Providence County, Rhode Island",486,"Block Group 2, Census Tract 107.01, Providence County, Rhode Island",130
"G44000700107021","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107021",,,"Block Group 1, Census Tract 107.02, Providence County, Rhode Island",785,"Block Group 1, Census Tract 107.02, Providence County, Rhode Island",238
"G44000700107022","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107022",,,"Block Group 2, Census Tract 107.02, Providence County, Rhode Island",649,"Block Group 2, Census Tract 107.02, Providence County, Rhode Island",161
"G44000700107023","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107023",,,"Block Group 3, Census Tract 107.02, Providence County, Rhode Island",679,"Block Group 3, Census Tract 107.02, Providence County, Rhode Island",178
"G44000700107024","2011-2015","RI",,,"Rhode Island","44","Providence County","007",,,"010702","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070107024",,,"Block Group 4, Census Tract 107.02, Providence County, Rhode Island",547,"Block Group 4, Census Tract 107.02, Providence County, Rhode Island",154
